date,country,confirmed_cases,deaths,recovered
2023-04-20,Russia,3773,2521,313
2023-04-20,France,7932,4312,2480
2023-04-20,United Kingdom,9310,5473,1210
2023-04-20,Italy,7037,1852,2985
2023-04-20,Spain,253,58,150
2023-04-20,Canada,9894,1859,2648
2023-04-20,Germany,2481,2135,63
2023-04-20,Australia,9233,3742,142
2023-04-20,Japan,1808,189,344
2023-04-20,South Korea,7199,3664,2529
2023-04-20,Mexico,1941,572,1096
2023-04-20,Indonesia,8544,1315,7166
2023-04-20,Nigeria,9598,245,3346
2023-04-20,South Africa,9362,6203,3043
2023-04-20,Argentina,8032,6642,467
2023-04-20,Saudi Arabia,4909,247,1360
2023-04-21,United States,7109,2988,1110
2023-04-21,China,8479,5412,2345
2023-04-21,India,3065,2492,474
2023-04-21,Brazil,4878,790,1880
2023-04-21,Russia,7822,2525,3637
2023-04-21,France,5099,4513,42
2023-04-21,United Kingdom,4113,477,1802
2023-04-21,Italy,4786,3292,435
2023-04-21,Spain,9239,2396,4920
2023-04-21,Canada,8987,388,5976
2023-04-21,Germany,8920,2199,5798
2023-04-21,Australia,4591,2295,1609
2023-04-21,Japan,1774,1420,225
2023-04-21,South Korea,7394,4751,2120
2023-04-21,Mexico,4140,3498,493
2023-04-21,Indonesia,1711,126,1108
2023-04-21,Nigeria,8667,8353,155
2023-04-21,South Africa,1153,247,699
2023-04-21,Argentina,9421,8067,66
2023-04-21,Saudi Arabia,3864,969,394
2023-04-22,United States,332,122,139
2023-04-22,China,6691,5754,40
2023-04-22,India,7651,6522,248
2023-04-22,Brazil,538,450,19
2023-04-22,Russia,9065,8094,768
2023-04-22,France,5613,4866,646
2023-04-22,United Kingdom,9647,7132,2005
2023-04-22,Italy,9181,5978,3138
2023-04-22,Spain,5748,4266,408
2023-04-22,Canada,3785,402,2698
2023-04-22,Germany,7784,4064,2720
2023-04-22,Australia,9208,6661,366
2023-04-22,Japan,5987,3033,242
2023-04-22,South Korea,7711,6145,862
2023-04-22,Mexico,1087,260,255
2023-04-22,Indonesia,3079,2343,583
2023-04-22,Nigeria,2970,411,2163
2023-04-22,South Africa,9195,6631,2139
2023-04-22,Argentina,2197,945,1167
2023-04-22,Saudi Arabia,4377,3755,546
2023-04-23,United States,8618,5169,2121
2023-04-23,China,9291,8113,809
2023-04-23,India,6878,2869,3845
2023-04-23,Brazil,5164,4549,614
2023-04-23,Russia,7229,7110,91
2023-04-23,France,3074,2073,805
2023-04-23,United Kingdom,5098,4857,149
2023-04-23,Italy,5764,3002,2356
2023-04-23,Spain,7065,5430,40
2023-04-23,Canada,9358,8504,287
2023-04-23,Germany,8303,8208,59
2023-04-23,Australia,6610,3668,1100
2023-04-23,Japan,1842,1692,24
2023-04-23,South Korea,862,294,243
2023-04-23,Mexico,1159,538,419
2023-04-23,Indonesia,3151,2187,928
2023-04-23,Nigeria,8197,4979,1495
2023-04-23,South Africa,7202,1843,1253
2023-04-23,Argentina,5309,2423,2093
2023-04-23,Saudi Arabia,6189,4914,1039
2023-04-24,United States,4576,3369,544
2023-04-24,China,5507,4603,233
2023-04-24,India,973,633,216
2023-04-24,Brazil,3762,187,3575
2023-04-24,Russia,1534,1370,85
2023-04-24,France,7060,3095,35
2023-04-24,United Kingdom,7412,4525,2253
2023-04-24,Italy,5293,3683,52
2023-04-24,Spain,8522,7736,454
2023-04-24,Canada,6978,6001,565
2023-04-24,Germany,4380,520,65
2023-04-24,Australia,2708,1029,1139
2023-04-24,Japan,4797,1885,1213
2023-04-24,South Korea,5569,2190,2263
2023-04-24,Mexico,4591,3717,578
2023-04-24,Indonesia,4974,1372,1704
2023-04-24,Nigeria,3253,111,926
2023-04-24,South Africa,1178,149,277
2023-04-24,Argentina,4942,2964,1370
2023-04-24,Saudi Arabia,1495,361,500
2023-04-25,United States,4525,3934,473
2023-04-25,China,1594,1526,58
2023-04-25,India,6169,5931,25
2023-04-25,Brazil,9194,8531,268
2023-04-25,Russia,9568,1402,4722
2023-04-25,France,6051,4079,685
2023-04-25,United Kingdom,5591,1173,3035
2023-04-25,Italy,4276,735,2992
2023-04-25,Spain,3970,842,2956
2023-04-25,Canada,4195,1704,338
2023-04-25,Germany,9057,995,4367
2023-04-25,Australia,1586,1398,85
2023-04-25,Japan,8106,1195,3788
2023-04-25,South Korea,5693,5491,66
2023-04-25,Mexico,8415,909,1896
2023-04-25,Indonesia,2068,1776,84
2023-04-25,Nigeria,9330,1065,2937
2023-04-25,South Africa,219,119,18
2023-04-25,Argentina,9553,1013,2719
2023-04-25,Saudi Arabia,8972,8673,257
2023-04-26,United States,5324,3875,1297
2023-04-26,China,8611,758,691
2023-04-26,India,7171,3386,599
2023-04-26,Brazil,7660,3583,1246
2023-04-26,Russia,4002,3615,188
2023-04-26,France,3138,1302,645
2023-04-26,United Kingdom,9361,7557,1347
2023-04-26,Italy,7143,6649,466
2023-04-26,Spain,8412,7225,243
2023-04-26,Canada,2658,921,1192
2023-04-26,Germany,9027,7099,869
2023-04-26,Australia,8098,6763,144
2023-04-26,Japan,8493,4178,3034
2023-04-26,South Korea,9792,8659,156
2023-04-26,Mexico,5603,1768,2156
2023-04-26,Indonesia,7769,1784,944
2023-04-26,Nigeria,731,584,74
2023-04-26,South Africa,817,27,781
2023-04-26,Argentina,8028,6521,726
2023-04-26,Saudi Arabia,2983,1676,997
2023-04-27,United States,3240,1405,1726
2023-04-27,China,2376,657,847
2023-04-27,India,2849,1980,211
2023-04-27,Brazil,4627,3506,608
2023-04-27,Russia,336,295,23
2023-04-27,France,6063,263,570
2023-04-27,United Kingdom,7922,2953,1154
2023-04-27,Italy,6292,69,2624
2023-04-27,Spain,7555,3878,1452
2023-04-27,Canada,439,194,119
2023-04-27,Germany,9795,445,1950
2023-04-27,Australia,171,13,97
2023-04-27,Japan,2538,1593,369
2023-04-27,South Korea,6417,4019,1940
2023-04-27,Mexico,9918,6551,2619
2023-04-27,Indonesia,3749,571,1942
2023-04-27,Nigeria,8837,6297,2446
2023-04-27,South Africa,4467,1010,3403
2023-04-27,Argentina,4648,2220,1268
2023-04-27,Saudi Arabia,2832,1050,1596
2023-04-28,United States,6707,4093,961
2023-04-28,China,3579,2070,158
2023-04-28,India,7128,4475,1228
2023-04-28,Brazil,8436,4211,3722
2023-04-28,Russia,5007,4665,46
2023-04-28,France,4643,2234,1661
2023-04-28,United Kingdom,2848,1242,1064
2023-04-28,Italy,590,567,11
2023-04-28,Spain,3067,2763,208
2023-04-28,Canada,5966,515,1858
2023-04-28,Germany,2610,2173,83
2023-04-28,Australia,3957,3185,672
2023-04-28,Japan,1992,730,336
2023-04-28,South Korea,1670,752,202
2023-04-28,Mexico,8711,7944,640
2023-04-28,Indonesia,3822,444,2405
2023-04-28,Nigeria,2400,346,1016
2023-04-28,South Africa,2457,33,1863
2023-04-28,Argentina,9234,2858,1586
2023-04-28,Saudi Arabia,9968,8003,325
2023-04-29,United States,4784,2706,779
2023-04-29,China,5939,614,841
2023-04-29,India,2634,2376,208
2023-04-29,Brazil,3535,1161,627
2023-04-29,Russia,2944,1627,709
2023-04-29,France,6888,3225,2195
2023-04-29,United Kingdom,2591,823,1438
2023-04-29,Italy,1341,165,40
2023-04-29,Spain,6683,4477,630
2023-04-29,Canada,4959,1336,3100
2023-04-29,Germany,5056,3695,1297
2023-04-29,Australia,6463,2401,811
2023-04-29,Japan,8010,934,3241
2023-04-29,South Korea,5435,1177,1032
2023-04-29,Mexico,7673,6594,603
2023-04-29,Indonesia,4641,789,2405
2023-04-29,Nigeria,7156,953,3439
2023-04-29,South Africa,9763,8159,371
2023-04-29,Argentina,7234,3532,1921
2023-04-29,Saudi Arabia,8089,3683,2765
2023-04-30,United States,9576,8522,309
2023-04-30,China,1583,1141,5
2023-04-30,India,7332,6034,250
2023-04-30,Brazil,2453,510,189
2023-04-30,Russia,8620,4200,2532
2023-04-30,France,7978,5322,2494
2023-04-30,United Kingdom,8750,117,314
2023-04-30,Italy,3631,1718,560
2023-04-30,Spain,3745,1961,1021
2023-04-30,Canada,3328,761,1268
2023-04-30,Germany,9437,1128,120
2023-04-30,Australia,6135,1858,626
2023-04-30,Japan,6619,6274,324
2023-04-30,South Korea,1779,1675,33
2023-04-30,Mexico,2279,7,1287
2023-04-30,Indonesia,4244,2423,1747
2023-04-30,Nigeria,8758,4347,2206
2023-04-30,South Africa,6699,3446,969
2023-04-30,Argentina,1590,1399,142
2023-04-30,Saudi Arabia,5487,5294,180
2023-05-01,United States,9741,6268,3271
2023-05-01,China,122,115,4
2023-05-01,India,3274,3178,15
2023-05-01,Brazil,4423,4042,201
2023-05-01,Russia,130,123,7
2023-05-01,France,2427,263,736
2023-05-01,United Kingdom,433,161,173
2023-05-01,Italy,5902,3289,1185
2023-05-01,Spain,3776,3524,98
2023-05-01,Canada,7662,4375,509
2023-05-01,Germany,2818,2187,402
2023-05-01,Australia,5257,2469,1688
2023-05-01,Japan,2424,682,737
2023-05-01,South Korea,8519,7815,176
2023-05-01,Mexico,1957,1398,445
2023-05-01,Indonesia,4111,3409,463
2023-05-01,Nigeria,123,21,13
2023-05-01,South Africa,4208,2015,1355
2023-05-01,Argentina,8290,7070,394
2023-05-01,Saudi Arabia,8499,3062,3603
2023-05-02,United States,1994,1847,25
2023-05-02,China,2420,2338,52
2023-05-02,India,7259,4366,813
2023-05-02,Brazil,6624,4864,243
2023-05-02,Russia,9361,338,4116
2023-05-02,France,7393,1487,3126
2023-05-02,United Kingdom,2689,2254,223
2023-05-02,Italy,4296,3434,218
2023-05-02,Spain,9138,4873,2015
2023-05-02,Canada,9695,8819,417
2023-05-02,Germany,1305,1159,102
2023-05-02,Australia,6165,4503,754
2023-05-02,Japan,249,200,40
2023-05-02,South Korea,8938,8799,133
2023-05-02,Mexico,6467,84,1260
2023-05-02,Indonesia,6394,3083,2137
2023-05-02,Nigeria,1913,1398,494
2023-05-02,South Africa,3861,466,542
2023-05-02,Argentina,1807,698,304
2023-05-02,Saudi Arabia,9788,7986,497
2023-05-03,United States,2446,1966,7
2023-05-03,China,8196,6814,1347
2023-05-03,India,7569,4770,1168
2023-05-03,Brazil,1255,183,614
2023-05-03,Russia,6719,4751,127
2023-05-03,France,9179,6985,491
2023-05-03,United Kingdom,912,29,765
2023-05-03,Italy,5600,2396,2259
2023-05-03,Spain,7088,3603,602
2023-05-03,Canada,7100,4594,1375
2023-05-03,Germany,5864,940,4034
2023-05-03,Australia,512,42,456
2023-05-03,Japan,7612,2221,4839
2023-05-03,South Korea,2199,928,8
2023-05-03,Mexico,2498,1776,688
2023-05-03,Indonesia,996,507,214
2023-05-03,Nigeria,1468,25,273
2023-05-03,South Africa,8122,4656,1972
2023-05-03,Argentina,6456,2311,123
2023-05-03,Saudi Arabia,7160,5569,1399
2023-05-04,United States,3819,3796,17
2023-05-04,China,9701,6739,2896
2023-05-04,India,6444,2220,760
2023-05-04,Brazil,6298,3908,2170
2023-05-04,Russia,7868,5758,1217
2023-05-04,France,1843,555,1017
2023-05-04,United Kingdom,7473,1118,5294
2023-05-04,Italy,8422,3844,2359
2023-05-04,Spain,3860,3003,249
2023-05-04,Canada,4020,3750,270
2023-05-04,Germany,2192,516,520
2023-05-04,Australia,4446,1748,1726
2023-05-04,Japan,4654,1488,2945
2023-05-04,South Korea,5363,4436,628
2023-05-04,Mexico,5664,3863,1237
2023-05-04,Indonesia,5516,1664,3402
2023-05-04,Nigeria,4225,1281,2821
2023-05-04,South Africa,9208,5401,1896
2023-05-04,Argentina,7563,1989,3438
2023-05-04,Saudi Arabia,8576,7006,5
2023-05-05,United States,2416,1518,289
2023-05-05,China,6521,4315,1417
2023-05-05,India,6671,5086,910
2023-05-05,Brazil,8940,2539,3870
2023-05-05,Russia,484,114,166
2023-05-05,France,8311,8073,24
2023-05-05,United Kingdom,5109,654,771
2023-05-05,Italy,143,120,20
2023-05-05,Spain,2699,31,155
2023-05-05,Canada,9589,6542,345
2023-05-05,Germany,5550,4997,508
2023-05-05,Australia,7997,4817,1057
2023-05-05,Japan,4236,3912,140
2023-05-05,South Korea,800,272,388
2023-05-05,Mexico,5989,1565,852
2023-05-05,Indonesia,5029,4025,341
2023-05-05,Nigeria,4552,2564,1165
2023-05-05,South Africa,6362,3121,2902
2023-05-05,Argentina,6664,1103,4084
2023-05-05,Saudi Arabia,4028,1485,107
2023-05-06,United States,6223,5561,112
2023-05-06,China,8661,7538,477
2023-05-06,India,9096,2011,7048
2023-05-06,Brazil,3868,3198,599
2023-05-06,Russia,7742,5352,1817
2023-05-06,France,8333,5855,1053
2023-05-06,United Kingdom,391,214,41
2023-05-06,Italy,2118,167,143
2023-05-06,Spain,5466,432,4226
2023-05-06,Canada,9665,3407,651
2023-05-06,Germany,4566,4396,106
2023-05-06,Australia,6080,189,5704
2023-05-06,Japan,812,785,20
2023-05-06,South Korea,1105,1067,34
2023-05-06,Mexico,7521,4861,911
2023-05-06,Indonesia,4454,2495,1641
2023-05-06,Nigeria,9877,3036,3094
2023-05-06,South Africa,339,110,7
2023-05-06,Argentina,4756,2690,331
2023-05-06,Saudi Arabia,9989,953,3034
2023-05-07,United States,1441,1293,24
2023-05-07,China,3945,3092,721
2023-05-07,India,6972,3233,1670
2023-05-07,Brazil,166,162,1
2023-05-07,Russia,8131,5243,2450
2023-05-07,France,9061,7818,46
2023-05-07,United Kingdom,5577,3317,2191
2023-05-07,Italy,4961,1748,246
2023-05-07,Spain,7900,4335,2988
2023-05-07,Canada,2647,2130,75
2023-05-07,Germany,5724,4339,1075
2023-05-07,Australia,112,57,25
2023-05-07,Japan,8680,7586,740
2023-05-07,South Korea,5239,688,644
2023-05-07,Mexico,2325,1570,362
2023-05-07,Indonesia,2271,1417,202
2023-05-07,Nigeria,4810,3554,400
2023-05-07,South Africa,8469,7425,530
2023-05-07,Argentina,2604,2066,512
2023-05-07,Saudi Arabia,7711,7421,20
2023-05-08,United States,4152,3212,728
2023-05-08,China,674,546,119
2023-05-08,India,8775,6586,1010
2023-05-08,Brazil,6407,5136,280
2023-05-08,Russia,8249,6951,65
2023-05-08,France,4719,3473,501
2023-05-08,United Kingdom,7132,3169,3009
2023-05-08,Italy,6368,2102,2199
2023-05-08,Spain,5491,3924,949
2023-05-08,Canada,3020,1659,511
2023-05-08,Germany,7787,3991,1729
2023-05-08,Australia,7137,1947,2819
2023-05-08,Japan,6852,6635,207
2023-05-08,South Korea,2481,1255,1029
2023-05-08,Mexico,3365,726,348
2023-05-08,Indonesia,503,250,173
2023-05-08,Nigeria,611,448,85
2023-05-08,South Africa,237,117,103
2023-05-08,Argentina,7675,4056,739
2023-05-08,Saudi Arabia,9407,8750,117
2023-05-09,United States,5067,1867,2106
2023-05-09,China,1843,460,155
2023-05-09,India,5570,4286,1115
2023-05-09,Brazil,6361,1139,4669
2023-05-09,Russia,9752,4917,85
2023-05-09,France,2161,117,148
2023-05-09,United Kingdom,3189,2334,87
2023-05-09,Italy,4253,2384,689
2023-05-09,Spain,4781,573,1797
2023-05-09,Canada,6532,1977,3871
2023-05-09,Germany,6689,3868,2752
2023-05-09,Australia,9424,1289,3173
2023-05-09,Japan,9360,2593,202
2023-05-09,South Korea,6567,6326,89
2023-05-09,Mexico,7307,4812,1468
2023-05-09,Indonesia,3801,1557,1285
2023-05-09,Nigeria,8308,7150,246
2023-05-09,South Africa,1953,1126,13
2023-05-09,Argentina,6279,2348,2110
2023-05-09,Saudi Arabia,7700,2759,1440
2023-05-10,United States,5917,5580,100
2023-05-10,China,7896,1861,5424
2023-05-10,India,2458,1805,170
2023-05-10,Brazil,5983,2537,221
2023-05-10,Russia,977,718,10
2023-05-10,France,3970,2226,599
2023-05-10,United Kingdom,8935,3211,1232
2023-05-10,Italy,5194,1079,3104
2023-05-10,Spain,5276,2216,731
2023-05-10,Canada,6455,1652,3349
2023-05-10,Germany,2694,1799,229
2023-05-10,Australia,7441,3245,161
2023-05-10,Japan,4707,2884,1014
2023-05-10,South Korea,5814,1618,3551
2023-05-10,Mexico,460,99,29
2023-05-10,Indonesia,4675,1313,2946
2023-05-10,Nigeria,7325,3784,1778
2023-05-10,South Africa,7834,7090,665
2023-05-10,Argentina,9421,592,6080
2023-05-10,Saudi Arabia,7550,2488,4367
2023-05-11,United States,7636,247,1302
2023-05-11,China,8657,6433,925
2023-05-11,India,8698,3652,2677
2023-05-11,Brazil,6085,124,559
2023-05-11,Russia,990,403,374
2023-05-11,France,3011,420,1947
2023-05-11,United Kingdom,1365,574,698
2023-05-11,Italy,6363,2828,3270
2023-05-11,Spain,2594,1416,274
2023-05-11,Canada,4020,179,796
2023-05-11,Germany,4770,2869,1162
2023-05-11,Australia,6130,4348,1395
2023-05-11,Japan,7649,2262,1780
2023-05-11,South Korea,5355,2864,317
2023-05-11,Mexico,4455,713,1585
2023-05-11,Indonesia,7566,321,2445
2023-05-11,Nigeria,7935,4854,2483
2023-05-11,South Africa,8581,3154,842
2023-05-11,Argentina,2373,1382,914
2023-05-11,Saudi Arabia,9089,1103,356
2023-05-12,United States,7018,1627,2416
2023-05-12,China,3406,1909,1085
2023-05-12,India,7234,3461,742
2023-05-12,Brazil,2943,2022,615
2023-05-12,Russia,4702,1790,1867
2023-05-12,France,474,25,398
2023-05-12,United Kingdom,9259,475,227
2023-05-12,Italy,5108,802,1737
2023-05-12,Spain,9650,8203,230
2023-05-12,Canada,9845,4520,2150
2023-05-12,Germany,9253,1536,5145
2023-05-12,Australia,5717,3002,198
2023-05-12,Japan,6354,3202,45
2023-05-12,South Korea,1809,57,523
2023-05-12,Mexico,4532,64,1381
2023-05-12,Indonesia,3457,662,434
2023-05-12,Nigeria,4653,1359,1843
2023-05-12,South Africa,5531,465,2995
2023-05-12,Argentina,7251,6065,770
2023-05-12,Saudi Arabia,3740,2455,434
2023-05-13,United States,1982,1844,1
2023-05-13,China,1453,1180,50
2023-05-13,India,3659,750,1157
2023-05-13,Brazil,1896,21,1857
2023-05-13,Russia,6701,345,4966
2023-05-13,France,3400,397,2302
2023-05-13,United Kingdom,2552,1644,806
2023-05-13,Italy,3908,1416,981
2023-05-13,Spain,9949,2503,5502
2023-05-13,Canada,2657,2599,13
2023-05-13,Germany,7132,6276,293
2023-05-13,Australia,7668,5460,862
2023-05-13,Japan,6981,6790,94
2023-05-13,South Korea,3371,1076,849
2023-05-13,Mexico,6582,545,4710
2023-05-13,Indonesia,7898,6239,644
2023-05-13,Nigeria,7573,3411,2006
2023-05-13,South Africa,1566,452,815
2023-05-13,Argentina,8571,3976,2569
2023-05-13,Saudi Arabia,5303,3548,1368
2023-05-14,United States,9225,2737,1477
2023-05-14,China,6411,4428,1208
2023-05-14,India,4468,3660,569
2023-05-14,Brazil,7502,2890,3370
2023-05-14,Russia,244,133,60
2023-05-14,France,9998,4799,437
2023-05-14,United Kingdom,450,138,153
2023-05-14,Italy,1602,1570,32
2023-05-14,Spain,8099,4898,2166
2023-05-14,Canada,6863,1403,2026
2023-05-14,Germany,8609,6147,816
2023-05-14,Australia,7017,5234,952
2023-05-14,Japan,5739,3073,2102
2023-05-14,South Korea,2848,1149,341
2023-05-14,Mexico,8342,4978,1013
2023-05-14,Indonesia,1169,558,28
2023-05-14,Nigeria,9100,9079,9
2023-05-14,South Africa,6971,6149,559
2023-05-14,Argentina,3823,3128,392
2023-05-14,Saudi Arabia,2633,2274,323
2023-05-15,United States,8064,488,3323
2023-05-15,China,4561,3286,71
2023-05-15,India,7386,2823,1590
2023-05-15,Brazil,9719,1030,6254
2023-05-15,Russia,4073,2939,704
2023-05-15,France,4039,3838,144
2023-05-15,United Kingdom,202,175,27
2023-05-15,Italy,5229,1747,1005
2023-05-15,Spain,8646,3690,1745
2023-05-15,Canada,5609,2481,2965
2023-05-15,Germany,2936,2114,801
2023-05-15,Australia,2177,1060,117
2023-05-15,Japan,3944,2510,785
2023-05-15,South Korea,5878,3195,2369
2023-05-15,Mexico,1970,1805,132
2023-05-15,Indonesia,753,674,72
2023-05-15,Nigeria,9446,1503,7213
2023-05-15,South Africa,3616,111,981
2023-05-15,Argentina,6873,652,3343
2023-05-15,Saudi Arabia,8537,8,4201
2023-05-16,United States,1714,1076,360
2023-05-16,China,5370,502,3390
2023-05-16,India,3444,2700,452
2023-05-16,Brazil,4182,1396,1924
2023-05-16,Russia,6423,1536,1623
2023-05-16,France,8515,2831,3367
2023-05-16,United Kingdom,5414,2188,665
2023-05-16,Italy,9892,7335,1366
2023-05-16,Spain,2296,1795,306
2023-05-16,Canada,1049,407,389
2023-05-16,Germany,6140,4390,829
2023-05-16,Australia,6550,5954,429
2023-05-16,Japan,7156,4837,555
2023-05-16,South Korea,9010,5176,3117
2023-05-16,Mexico,3889,1654,255
2023-05-16,Indonesia,6282,1745,2389
2023-05-16,Nigeria,2307,866,911
2023-05-16,South Africa,6481,4381,332
2023-05-16,Argentina,7602,2263,5338
2023-05-16,Saudi Arabia,3658,1075,2341
2023-05-17,United States,4714,2507,1326
2023-05-17,China,3177,422,2585
2023-05-17,India,4181,2992,465
2023-05-17,Brazil,9497,6565,1274
2023-05-17,Russia,5332,2579,1421
2023-05-17,France,6752,64,1585
2023-05-17,United Kingdom,802,183,580
2023-05-17,Italy,7382,128,2063
2023-05-17,Spain,2146,443,1010
2023-05-17,Canada,1751,17,11
2023-05-17,Germany,3489,237,1015
2023-05-17,Australia,2767,719,391
2023-05-17,Japan,4037,1295,598
2023-05-17,South Korea,8120,3463,595
2023-05-17,Mexico,506,402,81
2023-05-17,Indonesia,5366,2732,1102
2023-05-17,Nigeria,3139,1016,1496
2023-05-17,South Africa,8535,7457,298
2023-05-17,Argentina,2746,2151,100
2023-05-17,Saudi Arabia,7937,1333,440
2023-05-18,United States,9471,7993,59
2023-05-18,China,4884,1349,929
2023-05-18,India,9941,2035,740
2023-05-18,Brazil,9238,8421,146
2023-05-18,Russia,8623,2565,4492
2023-05-18,France,630,417,114
2023-05-18,United Kingdom,3514,3371,33
2023-05-18,Italy,8468,28,1230
2023-05-18,Spain,6000,3415,380
2023-05-18,Canada,8330,2692,3646
2023-05-18,Germany,6150,5318,665
2023-05-18,Australia,9052,6662,93
2023-05-18,Japan,2381,43,2280
2023-05-18,South Korea,6623,2907,2565
2023-05-18,Mexico,2325,1275,727
2023-05-18,Indonesia,5971,3253,520
2023-05-18,Nigeria,9022,905,6470
2023-05-18,South Africa,7461,149,5234
2023-05-18,Argentina,204,190,13
2023-05-18,Saudi Arabia,472,156,81
2023-05-19,United States,4120,2393,394
2023-05-19,China,2236,497,665
2023-05-19,India,3575,408,2343
2023-05-19,Brazil,399,10,267
2023-05-19,Russia,9018,5691,2591
2023-05-19,France,6085,3346,2390
2023-05-19,United Kingdom,6572,1796,3212
2023-05-19,Italy,827,684,61
2023-05-19,Spain,9011,8611,362
2023-05-19,Canada,7727,3626,2296
2023-05-19,Germany,4614,2266,2004
2023-05-19,Australia,8858,7130,329
2023-05-19,Japan,5156,2073,2329
2023-05-19,South Korea,1819,1565,66
2023-05-19,Mexico,4913,1006,625
2023-05-19,Indonesia,5092,50,1319
2023-05-19,Nigeria,6731,5346,293
2023-05-19,South Africa,2267,1722,71
2023-05-19,Argentina,7708,627,4849
2023-05-19,Saudi Arabia,4957,1915,521
2023-05-20,United States,5765,4139,525
2023-05-20,China,6705,2241,1202
2023-05-20,India,5548,5492,26
2023-05-20,Brazil,395,29,344
2023-05-20,Russia,5065,1635,2371
2023-05-20,France,6535,3267,2225
2023-05-20,United Kingdom,2544,469,1072
2023-05-20,Italy,717,78,552
2023-05-20,Spain,3999,460,339
2023-05-20,Canada,7626,5688,1762
2023-05-20,Germany,2577,1524,885
2023-05-20,Australia,6303,607,1706
2023-05-20,Japan,1700,1081,392
2023-05-20,South Korea,459,394,32
2023-05-20,Mexico,5823,1200,1849
2023-05-20,Indonesia,6886,6718,81
2023-05-20,Nigeria,8728,6067,1029
2023-05-20,South Africa,8222,8055,135
2023-05-20,Argentina,4247,2673,276
2023-05-20,Saudi Arabia,4259,775,3133
2023-05-21,United States,2900,889,1295
2023-05-21,China,785,753,1
2023-05-21,India,4816,4331,442
2023-05-21,Brazil,3675,184,3282
2023-05-21,Russia,5263,4544,598
2023-05-21,France,2050,401,1545
2023-05-21,United Kingdom,4207,1307,1672
2023-05-21,Italy,6071,3520,2025
2023-05-21,Spain,5131,4002,323
2023-05-21,Canada,2536,548,1549
2023-05-21,Germany,8304,5602,2577
2023-05-21,Australia,292,10,172
2023-05-21,Japan,3774,1949,3
2023-05-21,South Korea,5590,4977,84
2023-05-21,Mexico,7793,3456,2672
2023-05-21,Indonesia,4220,2992,145
2023-05-21,Nigeria,1468,175,695
2023-05-21,South Africa,4399,1718,2380
2023-05-21,Argentina,7829,3327,393
2023-05-21,Saudi Arabia,2387,306,1414
2023-05-22,United States,2702,2411,56
2023-05-22,China,4096,1681,1805
2023-05-22,India,6147,4285,256
2023-05-22,Brazil,4593,3142,90
2023-05-22,Russia,2325,1502,552
2023-05-22,France,8308,2885,2495
2023-05-22,United Kingdom,3011,2313,283
2023-05-22,Italy,9234,1457,5085
2023-05-22,Spain,1786,282,667
2023-05-22,Canada,9250,8218,994
2023-05-22,Germany,2535,1774,312
2023-05-22,Australia,3299,318,1199
2023-05-22,Japan,8252,624,6401
2023-05-22,South Korea,7064,2524,2514
2023-05-22,Mexico,7799,1076,5602
2023-05-22,Indonesia,5024,3794,194
2023-05-22,Nigeria,9044,3660,744
2023-05-22,South Africa,9956,3934,4724
2023-05-22,Argentina,9915,5740,1802
2023-05-22,Saudi Arabia,433,302,60
2023-05-23,United States,8695,5194,2963
2023-05-23,China,7562,3483,2190
2023-05-23,India,3383,2392,99
2023-05-23,Brazil,3864,912,1502
2023-05-23,Russia,9315,4768,2459
2023-05-23,France,5974,3190,2593
2023-05-23,United Kingdom,6957,870,1477
2023-05-23,Italy,1243,246,545
2023-05-23,Spain,3643,718,1222
2023-05-23,Canada,4916,641,3041
2023-05-23,Germany,1075,350,419
2023-05-23,Australia,2033,998,962
2023-05-23,Japan,5021,4526,147
2023-05-23,South Korea,4196,3646,350
2023-05-23,Mexico,2251,385,155
2023-05-23,Indonesia,2866,1748,838
2023-05-23,Nigeria,6184,4592,498
2023-05-23,South Africa,6692,664,521
2023-05-23,Argentina,552,439,77
2023-05-23,Saudi Arabia,2123,347,370
2023-05-24,United States,5366,3973,633
2023-05-24,China,1438,294,591
2023-05-24,India,836,359,185
2023-05-24,Brazil,2420,2360,42
2023-05-24,Russia,9315,7094,428
2023-05-24,France,5344,3579,669
2023-05-24,United Kingdom,1877,132,956
2023-05-24,Italy,4607,789,1617
2023-05-24,Spain,2573,1431,1040
2023-05-24,Canada,981,134,416
2023-05-24,Germany,5977,2479,1398
2023-05-24,Australia,610,222,238
2023-05-24,Japan,4984,58,1085
2023-05-24,South Korea,1467,586,631
2023-05-24,Mexico,1266,1205,9
2023-05-24,Indonesia,7251,1624,3450
2023-05-24,Nigeria,4662,2485,451
2023-05-24,South Africa,6495,4630,1777
2023-05-24,Argentina,3490,299,181
2023-05-24,Saudi Arabia,4395,3541,548
2023-05-25,United States,9622,2268,5820
2023-05-25,China,5438,2551,1045
2023-05-25,India,853,702,31
2023-05-25,Brazil,644,292,333
2023-05-25,Russia,2677,940,1413
2023-05-25,France,8011,6567,716
2023-05-25,United Kingdom,9978,5711,4041
2023-05-25,Italy,422,231,108
2023-05-25,Spain,6730,3109,2112
2023-05-25,Canada,6486,1689,102
2023-05-25,Germany,7416,2784,1680
2023-05-25,Australia,258,258,0
2023-05-25,Japan,6164,5963,157
2023-05-25,South Korea,8229,654,2116
2023-05-25,Mexico,9034,2687,5897
2023-05-25,Indonesia,3471,3310,91
2023-05-25,Nigeria,7115,5611,881
2023-05-25,South Africa,1875,1660,71
